SSC,Buddhism,Christianity,Hinduism,Islam,Judaism,Other Religions,Secular Beliefs/No Religious Affiliation
Swanwater,0,8,0,0,0,0,3
Swanwater West,0,16,0,0,0,0,3
Swifts Creek,3,139,0,0,0,0,98
Sydenham (Vic.),411,6041,527,429,0,677,1718
Sylvaterre,0,9,0,0,0,0,0
Tabberabbera,0,0,0,0,0,0,0
Tabilk,0,73,0,0,0,0,32
Tabor,0,35,0,0,0,0,4
Taggerty,3,164,0,0,0,0,115
Tahara,0,25,0,0,0,0,17
Tahara Bridge,0,6,0,0,0,0,6
Tahara West,0,16,0,0,0,0,5
Talbot (Vic.),0,235,0,5,0,5,150
Talgarno,0,142,0,0,0,0,60
Tallandoon,0,40,0,0,0,0,26
Tallangatta,0,654,5,5,0,0,312
Tallangatta East,0,41,0,0,0,0,7
Tallangatta South,0,81,0,0,0,0,51
Tallangatta Valley,0,134,0,0,0,0,38
Tallarook,0,386,0,4,0,0,240
Tallygaroopna,0,312,0,0,0,0,188
Tambo Crossing,0,18,0,0,0,0,0
Tambo Upper,0,167,0,0,0,0,124
Tamboon,0,4,0,0,0,0,0
Tamboritha,0,0,0,0,0,0,0
Taminick,0,49,0,0,0,0,40
Tamleugh,0,32,0,0,0,0,14
Tamleugh North,0,24,0,0,0,0,8
Tandarook,0,18,0,0,0,0,3
Tandarra,0,25,0,0,0,0,19
Tangambalanga,4,323,0,0,0,4,175
Tanjil,0,0,0,0,0,0,0
Tanjil Bren,0,0,0,0,0,0,7
Tanjil South,3,289,0,0,0,0,193
Tanwood,0,11,0,0,0,0,9
Tanybryn,0,4,0,0,0,0,10
Taradale (Vic.),0,152,0,0,0,3,235
Tarcombe,0,22,0,0,0,0,8
Tarilta,0,9,0,0,0,0,15
Tarnagulla,0,61,0,0,0,0,56
Tarneit,837,13830,5101,3972,6,2799,5376
Tarnook,0,42,0,0,0,0,39
Taroon,0,10,0,0,0,0,5
Tarra Valley,0,43,0,0,0,0,21
Tarranyurk,0,21,0,0,0,0,5
Tarraville,0,20,0,0,0,0,44
Tarrawarra,3,38,0,0,0,0,31
Tarrawingee,0,207,0,0,0,0,114
Tarrayoukyan,0,15,0,0,0,0,8
Tarrengower,0,32,0,0,0,0,33
Tarrenlea,0,28,0,0,0,0,0
Tarrington,0,230,0,0,0,0,57
Tarrone,0,35,0,0,0,0,24
Tarwin,0,38,0,0,0,0,16
Tarwin Lower,0,185,0,0,0,0,135
Tatong,0,165,0,0,0,0,102
Tatura,36,2760,7,75,0,32,1250
Tatura East,0,78,0,0,0,0,46
Tatyoon,0,59,0,0,0,0,47
Tawonga,5,283,0,0,0,0,224
Tawonga South,3,373,0,0,4,0,390
Taylor Bay,0,21,0,0,0,0,19
Taylors Hill,682,9067,642,969,8,445,2114
Taylors Lakes,403,10811,302,605,4,212,2112
Teal Point,0,30,0,0,0,0,26
Tecoma,26,734,16,0,0,11,1089
Teddywaddy,0,15,0,0,0,0,0
Teddywaddy West,0,6,0,0,0,0,9
Teesdale (Vic.),17,827,0,4,0,5,731
Telangatuk East,0,42,0,0,0,0,22
Telford,0,12,0,0,0,0,11
Telopea Downs,0,32,0,0,0,0,7
Templestowe,541,8981,310,558,55,247,4683
Templestowe Lower,470,7695,176,257,56,82,3653
Tempy,0,40,0,0,0,0,18
Tenby Point,5,91,0,0,0,0,67
Tennyson (Vic.),0,43,0,0,0,0,7
Terang,8,1452,0,0,0,5,574
Terip Terip,0,33,0,0,0,0,21
Terrappee,0,4,0,0,0,0,8
Terrick Terrick,0,0,0,0,0,0,6
Terrick Terrick East,0,3,0,0,0,0,0
Tesbury,0,87,0,0,0,0,18
Tetoora Road,0,37,0,0,0,0,24
Thalia,0,3,0,0,0,0,3
The Basin (Vic.),32,1897,15,7,6,19,2006
The Cove,0,12,0,0,0,0,0
The Gurdies,3,99,0,0,0,0,79
The Heart,0,11,0,0,0,0,14
The Honeysuckles,0,42,0,0,0,0,35
The Patch,11,400,4,3,0,8,539
The Sisters,0,108,0,0,0,0,28
Thologolong,0,3,0,0,0,0,8
Thomastown,1394,10472,816,2790,6,840,2623
Thomson (Baw Baw - Vic.),0,0,0,0,0,0,0
Thomson (Greater Geelong - Vic.),8,704,32,9,0,19,625
Thoona,0,77,0,0,0,0,35
Thornbury,357,7343,449,409,49,145,8041
Thornton (Vic.),6,143,0,0,0,0,128
Thorpdale,4,285,0,0,0,0,149
Thorpdale South,0,3,0,0,0,0,20
Thowgla Valley,0,38,0,0,0,0,36
Three Bridges,6,72,0,0,0,0,99
Timbarra (Vic.),0,0,0,0,0,0,0
Timboon,0,640,0,0,0,0,453
Timboon West,3,19,0,0,0,0,29
Timmering,0,62,0,0,0,0,24
Timor (Vic.),0,29,0,0,0,0,20
Timor West,0,22,0,0,0,0,3
Tinamba,0,161,0,0,0,0,100
Tinamba West,0,22,0,0,0,0,21
Tintaldra,0,31,0,0,0,0,21
Tittybong,0,5,0,0,0,0,0
Tol Tol,4,82,0,0,0,0,28
Tolmie,0,195,0,0,0,0,160
Tom Groggin,0,0,0,0,0,0,0
Tongala,13,1087,0,0,0,3,677
Tonghi Creek,0,3,0,0,0,0,5
Tongio,0,39,0,5,0,0,13
Tonimbuk,0,96,0,0,0,4,89
Tooan,0,8,0,0,0,0,8
Tooborac,0,183,0,0,0,0,85
Toolamba,3,400,0,0,0,5,286
Toolamba West,0,48,0,0,0,0,36
Toolangi,4,144,0,0,0,3,140
Toolern Vale,7,462,0,0,3,0,195
Toolleen,0,108,0,0,0,0,60
Toolome,0,0,0,0,0,0,0
Toolondo,0,41,0,0,0,0,13
Toolong,0,45,0,0,0,0,30
Toombon,0,0,0,0,0,0,0
Toongabbie (Vic.),3,501,0,0,0,3,409
Toora (Vic.),4,336,0,0,0,4,271
Toora North,0,43,0,0,0,6,48
Tooradin,11,776,0,11,0,6,594
Toorak,290,5522,211,73,1205,52,4050
Toorloo Arm,0,202,0,0,0,0,122
Toorongo,0,0,0,0,0,0,0
Tootgarook,26,1287,5,5,7,4,1229
Torquay (Vic.),87,6571,25,23,15,25,5413
Torrita,0,19,0,0,0,0,13
Torrumbarry,0,145,0,0,0,0,85
Torwood,0,20,0,0,0,0,26
Tostaree,0,8,0,0,0,0,7
Tottenham (Vic.),0,0,0,0,0,0,0
Tottington,0,4,0,0,0,0,0
Tourello,0,28,0,0,0,0,14
Towan,0,9,0,0,0,0,4
Towaninny,0,3,0,0,0,0,0
Towaninny South,0,0,0,0,0,0,0
Tower Hill,0,52,0,0,0,0,14
Towong,0,85,0,0,0,0,33
Towong Upper,0,18,0,0,0,0,12
Trafalgar (Vic.),15,2055,8,15,0,16,1396
Trafalgar East,6,219,0,0,0,0,149
Trafalgar South,9,139,0,0,0,5,83
Tragowel,0,61,0,0,0,0,26
Traralgon,221,12953,184,108,9,73,8703
Traralgon East,4,1078,0,0,0,0,528
Traralgon South,3,274,0,0,0,0,222
Travancore,115,705,157,140,0,22,1049
Trawalla,0,64,0,0,0,0,62
Trawool,0,58,0,0,0,0,31
Traynors Lagoon,0,13,0,0,0,0,13
Tremont,0,9,0,0,0,0,39
Trentham,23,484,4,0,0,6,476
Trentham East,4,59,0,0,0,0,66
Tresco,0,104,0,0,0,11,64
Tresco West,0,48,5,0,0,8,76
Trida,0,25,0,0,0,0,21
Truganina,528,6180,2934,3910,9,1627,2831
Tubbut,0,5,0,0,0,0,3
Tuerong,0,155,0,0,0,4,147
Tulkara,0,0,0,0,0,0,0
Tullamarine,125,4065,145,257,4,76,1298
Tungamah,3,275,0,0,0,0,97
Turoar,0,0,0,0,0,0,0
Turriff,0,15,0,0,0,0,13
Turriff East,0,0,0,0,0,0,0
Turtons Creek,0,3,0,0,0,0,17
Tutye,0,14,0,0,0,0,0
Tyaak,0,44,0,0,0,0,25
Tyabb,20,1663,14,3,0,7,1369
Tyenna (Vic.),0,5,0,0,0,0,0
Tyers,7,397,0,0,0,6,328
Tylden,0,253,0,0,0,4,242
Tynong,0,269,0,0,0,0,130
Tynong North,0,222,0,0,0,0,145
Tyntynder,0,88,0,0,0,0,50
Tyntynder South,0,111,0,0,0,0,91
Tyrendarra,0,122,0,0,0,0,44
Tyrendarra East,0,10,0,0,0,0,11
Tyrrell,0,5,0,0,0,0,3
Tyrrell Downs,0,9,0,0,0,0,5
Ullina,0,13,0,0,0,0,11
Ullswater,0,26,0,0,0,0,14
Ultima,0,104,0,0,0,7,37
Ultima East,0,3,0,0,0,0,0
Ulupna,0,3,0,0,0,0,4
Undera,0,293,0,0,0,7,92
Underbool,0,138,0,0,0,0,62
Upotipotpon,0,30,0,0,0,0,19
Upper Ferntree Gully,30,1521,10,12,3,12,1509
Upper Gundowring,0,56,0,0,0,0,44
Upper Lurg,0,61,0,0,0,3,30
Upper Plenty,3,212,0,0,0,0,90
Upper Ryans Creek,0,17,0,0,0,0,21
Upton Hill,0,7,0,0,0,0,12
Upwey,78,2427,13,8,18,33,3512
Valencia Creek,0,85,0,0,0,0,47
Vasey,0,37,0,0,0,0,10
Vaughan,0,16,0,0,0,0,37
Vectis,0,128,0,0,0,0,41
Ventnor (Vic.),6,366,4,0,0,0,397
Venus Bay (Vic.),6,295,0,0,0,4,308
Vermont,452,4930,257,124,14,103,3819
Vermont South,606,5993,342,140,13,97,3688
Vervale,0,19,0,0,0,0,7
Vesper,0,24,0,0,0,0,21
Victoria Point (Vic.),0,17,0,0,0,0,4
Victoria Valley (Vic.),0,44,0,0,0,0,19
Viewbank,108,3716,129,100,5,34,2382
Vinifera,0,86,0,0,0,0,59
Violet Town,19,470,0,0,0,7,300
Vite Vite,0,21,0,0,0,0,13
Vite Vite North,0,14,0,0,0,0,8
W Tree,0,3,0,0,0,0,23
Waaia,0,248,0,0,0,0,118
Waanyarra,0,6,0,0,0,0,15
Waarre,0,0,0,0,0,0,0
Wabonga,0,0,0,0,0,0,0
Waggarandall,0,32,0,0,0,0,3
Wahgunyah,8,735,3,0,0,3,291
Wahring,0,44,0,0,0,0,22
Wail,0,19,0,0,0,0,12
Wairewa,0,49,0,0,0,0,31
Waitchie,0,17,0,0,0,0,25
Wal Wal,0,19,0,0,0,0,11
Waldara,0,427,0,0,0,0,137
Walhalla,0,9,0,0,0,0,11
Walhalla East,0,0,0,0,0,0,0
Walkerville (Vic.),0,26,0,0,0,0,45
Walkerville North,0,0,0,0,0,0,0
Walkerville South,0,0,0,0,0,0,0
Wallace,0,118,0,0,0,0,55
Wallacedale,0,77,0,0,0,0,31
Wallagaraugh,0,0,0,0,0,0,0
Wallaloo,0,3,0,0,0,0,13
Wallaloo East,0,9,0,0,0,0,3
Wallan,110,5875,99,179,0,164,3413
Wallinduc,0,19,0,0,0,0,9
Wallington,0,696,0,5,0,0,540
Wallup,0,17,0,0,0,0,13
Walmer (Vic.),3,98,0,6,0,5,100
Walpa,11,79,0,0,0,0,50
Walpeup,0,84,0,0,0,0,49
Walwa,5,112,0,0,0,0,47
Wandana Heights,14,1221,7,12,0,10,633
Wandella (Vic.),0,33,0,0,0,0,34
Wandiligong,0,146,0,0,0,0,252
Wandin East,0,244,0,0,0,0,155
Wandin North,23,1521,0,0,0,4,1247
Wando Bridge,0,35,0,0,0,0,11
Wando Vale,0,57,0,0,0,0,32
Wandong,0,749,0,11,4,0,474
Wandown,0,0,0,0,0,0,0
Wangandary,0,139,0,0,0,0,68
Wangarabell,0,6,0,0,0,0,6
Wangaratta (Vic.),119,10481,79,54,4,62,5365
Wangaratta South,0,323,0,0,0,0,136
Wangie,0,7,0,0,0,0,0
Wangoom,0,137,0,0,0,0,52
Wannon,0,75,0,0,0,0,19
Wantirna,722,6761,409,126,16,169,4601
Wantirna South,1164,9920,932,239,13,211,5626
Waranga Shores,3,149,0,0,0,0,104
Waratah Bay,0,35,0,0,0,0,15
Warburton (Vic.),38,691,9,0,6,24,961
Wareek,0,44,0,0,0,0,12
Wargan,0,35,0,0,0,0,33
Warmur,0,18,0,0,0,0,4
Warncoort,0,73,0,0,0,0,43
Warne,0,5,0,0,0,0,5
Warneet,3,217,7,0,0,7,235
Warrabkook,0,17,0,0,0,0,10
Warracknabeal,6,1461,12,4,0,8,675
Warragul,142,8609,66,48,0,83,5379
Warragul South,0,150,0,0,0,0,81
Warragul West,0,11,0,0,0,0,0
Warrak,0,28,0,0,0,0,33
Warrandyte,68,2707,38,28,6,27,2188
Warrandyte South,0,380,0,4,0,0,229
Warranwood,40,2625,18,11,7,22,1746
Warrayure,0,15,0,0,0,0,0
Warrenbayne,0,86,0,0,0,0,43
Warrenheip,3,403,0,6,0,6,188
Warrenmang,0,12,0,0,0,0,3
Warrion,0,131,0,0,0,0,56
Warrnambool,232,16582,103,72,17,73,9550
Warrock,0,17,0,0,0,0,17
Warrong,0,53,0,0,0,0,13
Wartook,0,38,0,0,0,0,31
Watchem,0,77,0,0,0,0,16
Watchem West,0,18,0,0,0,0,3
Watchupga,0,26,0,0,0,0,3
Waterford Park,0,107,0,0,0,0,66
Waterholes,0,5,0,0,0,0,3
Waterloo (Vic.),0,71,0,0,0,0,33
Waterways,239,1131,105,55,7,17,731
Watsonia,80,2582,57,61,12,19,2001
Watsonia North,60,2341,42,8,0,41,1090
Watsons Creek (Vic.),0,32,0,0,0,0,15
Wattle Bank,3,81,0,0,0,0,66
Wattle Creek,0,0,0,0,0,0,0
Wattle Flat (Vic.),0,56,0,0,0,0,29
Wattle Glen,18,861,9,3,0,8,880
Wattle Hill (Vic.),0,3,0,0,0,0,7
Waubra,0,146,0,0,5,5,96
Waurn Ponds,60,2455,71,64,0,20,1848
Waygara,0,11,0,0,0,0,15
Weatherboard,0,37,0,0,0,0,9
Wedderburn (Vic.),5,476,0,0,0,0,297
Wedderburn Junction,0,9,0,0,0,0,8
Wee Wee Rup,0,27,0,0,0,0,7
Weeaproinah,0,6,0,0,0,0,12
Weering,0,32,0,0,0,0,27
Weerite,0,90,0,0,0,0,18
Wehla,0,17,0,0,0,3,12
Wellsford,0,57,0,0,0,0,45
Welshmans Reef,5,85,0,0,0,0,118
Welshpool (Vic.),0,160,0,0,3,4,139
Wemen,0,57,0,0,0,6,33
Wendouree,57,5339,40,25,5,42,3888
Wensleydale,0,32,0,0,0,0,50
Wentworth (Vic.),0,0,0,0,0,0,0
Werneth,0,34,0,0,0,0,23
Werona,0,21,0,0,0,0,20
Werribee,826,22163,1262,1502,10,848,10225
Werribee South,16,1095,16,22,4,13,367
Werrimull,0,67,0,0,0,0,41
Wesburn,3,393,0,7,0,7,486
West Bendigo,7,164,0,0,0,9,136
West Creek,0,69,0,0,0,0,38
West Footscray,688,4081,682,563,13,117,4178
West Melbourne,298,1269,226,147,11,28,2509
West Wodonga,117,8496,70,31,6,84,4676
Westbury (Vic.),0,102,0,0,0,0,47
Westby,0,25,0,0,0,0,0
Westmeadows,103,3433,37,384,0,20,1350
Westmere,0,26,0,0,0,0,10
Whanregarwen,0,53,0,0,0,0,43
Wharparilla,3,280,0,0,0,0,124
Wheatsheaf,5,59,0,0,0,0,148
Wheelers Hill,1011,10625,776,258,47,271,5467
Whipstick,0,8,0,0,0,0,5
Whirily,0,24,0,0,0,0,3
White Hills (Vic.),20,1720,12,16,0,13,1170
Whiteheads Creek,0,214,0,0,4,0,86
Whitelaw,0,22,0,0,0,0,8
Whitfield (Vic.),0,105,0,0,0,5,82
Whitlands,0,9,0,0,0,0,14
Whittington,55,1808,23,12,0,31,1436
Whittlesea,26,3130,16,17,3,21,1925
Whoorel,0,13,0,0,0,0,0
Whorouly,0,263,0,0,0,0,85
Whorouly East,0,57,0,0,0,0,14
Whorouly South,0,31,0,0,0,0,13
Whroo,0,13,0,0,0,0,17
Wickliffe,0,69,0,0,0,0,23
Wilby,3,92,0,0,0,0,54
Wild Dog Valley (Vic.),0,23,0,0,0,0,29
Wildwood,0,107,0,20,0,5,49
Wilkur,0,36,0,0,0,0,7
Willangie,0,15,0,0,0,0,13
Willatook,0,31,0,0,0,0,23
Willaura,0,234,0,0,0,0,158
Willaura North,0,11,0,0,0,0,8
Willenabrina,0,3,0,0,0,0,0
Williams Landing,337,2126,1089,606,5,335,1629
Williamstown (Vic.),158,6930,76,115,24,32,5388
Williamstown North,23,761,18,21,3,6,594
Willow Grove,4,296,0,0,0,0,236
Willowmavin,0,123,0,0,0,0,71
Willowvale (Vic.),0,4,0,0,0,0,0
Willung,0,35,0,0,0,0,27
Willung South,0,74,0,0,0,0,55
Wilsons Hill,0,39,0,0,0,0,35
Wilsons Promontory,0,0,0,0,0,0,8
Wimbledon Heights,6,135,0,0,0,8,178
Winchelsea,6,1037,5,0,0,8,694
Winchelsea South,0,98,0,0,0,0,68
Windermere (Vic.),0,57,0,0,0,0,34
Windsor (Vic.),129,2378,118,126,352,31,3246
Wingan River,0,0,0,0,0,0,0
Wingeel,0,10,0,0,0,0,11
Winjallok,0,15,0,0,0,0,3
Winlaton,0,3,0,0,0,0,0
Winnambool,0,8,0,0,0,0,0
Winnap,0,9,0,0,0,0,4
Winnindoo,0,30,0,0,0,0,36
Winslow,3,211,0,0,0,0,137
Winton (Vic.),0,65,0,0,0,0,37
Winton North,0,9,0,0,0,0,0
Wirrate,3,0,0,0,0,0,3
Wiseleigh,0,63,0,0,0,0,87
Wodonga,167,10597,288,89,3,124,5807
Wollert,292,3776,982,1119,0,1047,1051
Wombat Creek (Vic.),0,13,0,0,0,0,5
Wombelano,4,23,0,0,0,4,9
Won Wron,0,113,0,0,0,0,70
Wonga,5,11,0,0,0,0,18
Wonga Park,26,2079,8,4,0,0,1405
Wongarra,0,19,0,0,0,0,9
Wongungarra,0,0,0,0,0,0,0
Wonnangatta,0,0,0,0,0,0,0
Wonthaggi,62,2561,25,12,0,15,1713
Wonwondah,0,84,0,0,0,0,20
Wonyip,0,15,0,0,0,0,21
Wood Wood,0,40,0,0,0,0,21
Woodend (Vic.),37,2527,13,0,12,35,2515
Woodend North,0,158,0,0,0,0,102
Woodfield,0,20,0,0,0,0,16
Woodford (Vic.),0,185,0,0,0,0,141
Woodglen,3,19,0,0,0,0,7
Woodhouse,0,22,0,0,0,0,15
Woodleigh (Vic.),0,58,0,0,0,0,49
Woods Point (Vic.),0,13,0,0,0,0,23
Woodside (Vic.),0,202,0,0,0,0,133
Woodside Beach,0,48,0,0,0,0,28
Woodstock (Vic.),0,101,0,0,0,0,27
Woodstock On Loddon,0,13,0,0,0,0,9
Woodstock West,0,24,0,0,0,0,10
Woodvale (Vic.),0,230,0,0,0,0,168
Wool Wool,0,22,0,0,0,0,14
Woolamai,3,102,0,0,0,0,81
Woolenook,0,7,0,0,0,0,0
Woolshed Flat (Vic.),0,4,0,0,0,0,0
Woolsthorpe,0,264,0,0,0,4,128
Woomelang,0,150,0,0,0,0,33
Wooragee,0,178,0,0,0,0,125
Woorarra East,0,21,0,0,0,0,18
Woorarra West,0,10,0,0,0,0,37
Wooreen,0,37,0,0,0,0,38
Woori Yallock,25,1199,4,0,0,10,1425
Woorinen,8,160,0,0,0,0,61
Woorinen North,0,50,0,0,0,0,24
Woorinen South,10,206,0,0,0,0,130
Woorndoo,0,103,0,0,0,0,60
Wooroonook,0,16,0,0,0,0,6
Woosang,0,10,0,0,0,0,0
Wootong Vale,0,20,0,0,0,0,16
Worrowing,0,0,0,0,0,0,0
Wrathung,0,0,0,0,0,0,0
Wrixon,0,0,0,0,0,0,0
Wroxham,0,0,0,0,0,0,0
Wuk Wuk,6,41,0,0,0,0,32
Wulgulmerang,0,6,0,0,0,0,4
Wulgulmerang East,0,0,0,0,0,0,5
Wulgulmerang West,0,0,0,0,0,0,0
Wunghnu,3,182,0,0,0,0,118
Wurdiboluc,0,55,0,0,0,0,61
Wurruk,0,579,8,3,0,0,399
Wy Yung,0,995,0,0,0,0,495
Wycheproof,6,375,0,0,0,4,178
Wycheproof South,0,7,0,0,0,0,0
Wychitella,0,17,0,0,0,0,9
Wychitella North,0,8,0,0,0,0,0
Wye River,0,24,0,0,0,0,34
Wyelangta,0,27,0,0,0,0,15
Wyndham Vale,436,11317,1546,904,13,730,6434
Wyuna (Vic.),0,149,0,0,0,0,71
Wyuna East,0,57,0,0,0,0,29
Yaapeet,0,44,0,0,0,0,33
Yabba North,0,50,0,0,0,0,33
Yabba South,0,17,0,0,0,0,9
Yackandandah,18,945,3,0,0,13,683
Yalca,4,140,0,0,0,0,62
Yalla-Y-Poora,0,7,0,0,0,0,7
Yallambie,94,2143,42,37,7,32,1471
Yallourn,0,83,0,0,0,0,51
Yallourn North,6,728,0,6,0,8,604
Yalmy,0,0,0,0,0,0,0
Yambuk,0,154,0,0,0,0,95
Yambuna,0,56,0,0,0,0,42
Yan Yean,0,152,0,0,0,0,80
Yanac,0,50,0,0,0,0,12
Yanakie,4,120,4,0,0,5,106
Yando,0,23,0,0,0,0,17
Yandoit,0,78,0,0,0,0,55
Yandoit Hills,0,9,0,0,0,0,12
Yangery,0,78,0,0,0,0,28
Yangoura,0,0,0,0,0,0,0
Yannathan,3,137,0,0,0,0,83
Yapeen,0,66,0,0,0,0,131
Yarck,0,80,0,0,0,0,64
Yarpturk,0,50,0,0,0,0,20
Yarra Glen,14,1303,4,3,0,9,1243
Yarra Junction,23,1099,3,0,0,19,1135
Yarraberb,0,21,0,0,0,0,0
Yarragon,9,894,4,0,0,0,575
Yarragon South,0,68,0,0,0,0,67
Yarram,16,1214,3,4,0,3,689
Yarrambat,11,914,7,0,0,6,498
Yarraville,407,5925,128,180,13,61,6900
Yarrawalla,0,36,0,0,0,0,30
Yarrawonga (Vic.),33,4987,41,18,3,26,1914
Yarrawonga South,0,7,0,0,0,0,0
Yarroweyah,0,333,0,0,0,0,148
Yatchaw,0,24,0,0,0,0,6
Yawong Hills,0,0,0,0,0,0,0
Yea,11,844,0,3,0,9,583
Yellingbo,7,241,0,0,0,0,230
Yelta (Vic.),4,175,0,0,0,0,114
Yendon,0,162,0,0,0,3,94
Yeo,0,101,0,0,0,0,39
Yeodene,5,59,0,0,0,0,31
Yering,4,53,0,0,0,0,49
Yeungroon,0,19,0,0,0,0,8
Yeungroon East,0,14,0,0,0,0,0
Yielima,0,51,0,0,0,0,32
Yinnar,0,431,0,0,0,0,381
Yinnar South,3,364,0,6,0,3,273
York Plains (Vic.),0,0,0,0,0,0,0
Youanmite,0,34,0,0,0,0,10
Youarang,0,24,0,0,0,0,4
Yulecart,0,82,0,0,0,0,29
Yundool,0,37,0,0,0,0,3
Yuroke,11,87,0,3,0,0,24
Yuulong,0,7,0,0,0,0,21
Zeerust,0,80,0,0,0,0,43
Zumsteins,0,0,0,0,0,0,0
No usual address (Vic.),152,2130,95,251,11,55,2584
Migratory - Offshore - Shipping (Vic.),0,21,0,0,0,0,7
Abbeywood,0,8,0,0,0,0,4
Abbotsford (Qld),0,3,0,0,0,0,0
Abercorn,0,34,0,0,0,0,0
Abergowrie,0,342,0,0,0,3,60
Abingdon Downs,0,0,0,0,0,0,0
Abington (Qld),0,35,0,0,0,0,19
Acacia Ridge,178,3630,178,674,9,119,1796
Acland,0,11,0,0,0,0,7
Adare,9,562,0,0,0,6,199
Adavale,0,72,0,0,0,0,13
Adelaide Park,5,241,0,0,0,0,128
Advancetown,4,286,0,0,0,0,143
Aeroglen,3,206,0,0,0,0,157
Agnes Water,49,1144,3,0,0,23,638
Airdmillan,0,94,0,0,0,0,3
Airlie Beach,17,478,3,4,0,5,428
Airville,3,239,0,0,0,0,63
Aitkenvale,41,2748,55,171,0,33,1316
Alabama Hill,0,83,0,0,0,0,26
Albany Creek,112,10383,99,24,5,53,4032
Alberta,0,54,0,0,0,0,11
Alberton (Qld),12,393,3,0,0,9,151
Albinia,0,27,0,0,0,0,11
Albion (Brisbane - Qld),45,992,43,19,3,27,910
Albion (Richmond - Qld),0,13,0,0,0,0,0
Alderley,76,3060,118,26,0,43,2270
Aldershot,3,336,0,0,0,0,205
Aldoga,0,0,0,0,0,0,0
Alexandra (Qld),0,119,0,0,0,0,47
Alexandra Headland,56,2010,39,5,5,15,1322
Alexandra Hills,123,9359,81,55,5,100,5374
Algester,266,4390,181,300,3,147,2552
Alice Creek,0,47,0,0,0,0,6
Alice River,5,1602,4,0,0,3,614
Allan,0,73,0,0,0,0,8
Allandale (Qld),0,43,0,0,0,0,11
Allenstown,17,1688,38,24,0,14,692
Allenview,0,141,0,0,0,0,34
Alligator Creek (Mackay - Qld),3,553,0,0,0,0,167
Alligator Creek (Townsville - Qld),10,829,0,0,0,5,383
Allora,4,906,0,4,0,4,214
Alloway,4,335,0,0,0,0,91
Almaden,5,33,0,0,0,0,23
Aloomba,0,301,0,0,0,0,141
Alpha,0,261,3,0,0,0,56
Alsace,0,0,0,0,0,0,0
Alton Downs,4,956,0,0,0,0,207
Alva,5,211,0,0,0,0,22
Amamoor,16,364,0,0,0,0,201
Amamoor Creek,0,20,0,0,0,4,13
Amaroo (Qld),0,13,0,0,0,0,12
Amber,0,0,0,0,0,0,0
Amberley,0,104,0,5,0,0,108
Ambrose,0,144,0,0,0,0,47
Amby,0,66,0,0,0,0,14
Amiens,3,195,0,0,0,0,67
Amity,3,190,0,0,0,3,150
Andergrove,53,5934,61,15,0,41,2513
Anderleigh,0,50,0,0,0,0,25
Andromache,0,42,0,0,0,0,8
Anduramba,0,63,0,0,0,0,12
Annandale (Qld),103,5651,151,41,7,55,2075
Annerley,346,4367,323,304,24,125,4652
Anstead,17,859,15,0,13,4,520
Anthony,0,99,0,0,0,0,11
Antigua,0,82,0,0,0,0,26
Apple Tree Creek,0,388,0,0,0,0,193
Applethorpe,0,354,0,0,0,0,120
Arafura Sea,0,0,0,0,0,0,0
Araluen (Qld),4,411,0,0,0,0,147
Aramac,0,216,0,0,0,0,66
Aramara,0,23,0,0,0,0,22
Arana Hills,62,3942,34,11,9,29,2304
Aranbanga,0,12,0,0,0,0,0
Aratula (Qld),0,348,3,0,0,0,126
Arbouin,0,0,0,0,0,0,0
Arcadia (Qld),0,124,0,0,0,5,92
Arcadia Valley,0,59,0,0,0,0,27
Archer River,0,8,0,0,0,0,9
Archerfield,18,277,12,27,0,6,141
Arcturus,3,57,0,0,0,0,10
Argoon (Qld),0,130,0,0,0,0,11
Argyll,0,17,0,0,0,0,3
Armstrong Beach,5,522,0,0,0,0,218
Armstrong Creek (Qld),3,183,0,0,0,0,102
Aroona,6,2039,0,0,8,0,1024
Arriga,3,127,0,15,0,0,42
Arundel,194,5350,104,271,24,39,3302
Ascot (Brisbane - Qld),85,3505,86,45,0,64,1480
Ascot (Toowoomba - Qld),0,14,0,0,0,0,6
Ashfield (Qld),3,507,0,19,0,0,185
Ashgrove,117,7383,96,48,33,53,4262
Ashmore,208,6705,78,35,39,64,3661
Ashwell,0,58,0,0,0,0,17
Aspley,170,7501,168,47,3,89,3199
Atherton,50,4373,19,9,4,44,2121
Athol,0,110,0,0,0,4,9
Atkinsons Dam,13,114,0,0,0,0,59
Aubigny,0,201,0,0,0,0,37
Auburn (Qld),0,20,0,0,0,0,0
Auchenflower,102,2519,156,59,13,43,2311
Augathella,0,369,0,0,0,0,50
Augustine Heights,70,2699,128,56,0,44,1597
Aurukun,0,807,0,0,0,23,381
Austinville,4,179,0,0,0,0,132
Avenell Heights,31,3244,10,3,0,11,1141
Avoca (Qld),44,3154,15,7,0,17,1153
Avoca Vale,0,27,0,0,0,0,0
Avondale (Qld),8,436,0,0,0,0,130
Ayr,37,6624,17,8,0,30,1285
Babinda (Qld),11,787,0,5,0,0,327
Back Plains,0,54,5,0,0,0,17
Badu Island,0,469,0,0,0,206,79
Baffle Creek,0,77,0,0,0,0,43
Baffle West,0,10,0,0,0,0,0
Bahrs Scrub,30,1080,5,0,0,9,630
Bajool,0,319,0,0,0,0,91
Bakers Bend,0,27,0,0,0,0,5
Bakers Creek (Qld),8,733,0,8,0,6,253
